NAME                                                                              USED  AVAIL  REFER  MOUNTPOINT
StoragePool/MonitorScripts@autosnap_2017-08-10_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_05:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_05:01:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_10:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_10:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_10:12:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_15:00:03_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_15:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_15:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_20:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_20:10:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_20:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_20:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_20:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:01:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:05:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:12:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_00:13:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_10:15:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_15:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_15:07:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_15:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_15:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-11_20:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_00:00:03_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_00:00:03_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_00:09:02_daily                      64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_00:09:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_05:05:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_05:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_05:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:01:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_10:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_15:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_15:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_15:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_15:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_15:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_20:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-12_20:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:03:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:05:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:05:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:07:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_05:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_05:07:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_05:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_05:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_10:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_15:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_15:05:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_15:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_15:11:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_15:12:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_20:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_20:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-13_20:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:07:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_00:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_05:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_05:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:13:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_10:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_15:01:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_15:15:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:09:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-14_20:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:00:03_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:00:03_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_00:12:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_05:10:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_10:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_10:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_15:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_15:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-15_20:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_00:01:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_00:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:04:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:09:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_10:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_10:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_10:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_10:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_15:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_15:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_15:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:08:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-16_20:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:01:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:12:01_daily                      64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_05:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_10:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-17_10:07:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:06:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:06:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_10:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_15:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_20:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_20:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_20:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_20:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-19_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:03:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:05:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:07:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:14:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:14:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:15:01_daily                      64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_00:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_05:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_05:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_05:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_10:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_10:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_10:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_15:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:01:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-20_20:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:01:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:03:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:09:01_daily                      64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_00:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:03:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_05:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_10:00:02_hourly                     64K      -   160K  -
